0;59647;694
1;96883;52994
2;31977;44407
3;30203;87750
4;74570;82129
5;11951;5867
6;48171;49772
7;96115;93314
8;4750;84482
9;1011;539
10;46902;32825
11;26499;83596
12;34349;77059
13;58773;32810
14;4314;46462
15;52118;57915
16;67233;82171
17;23630;57735
18;56734;65409
19;81141;8214
20;15879;2903
21;72498;78154
22;13298;68495
23;46768;98757
24;82687;70375
25;86857;40742
26;66414;57584
27;10952;26821
28;74195;13287
29;18644;54919
30;85635;97393
31;83436;28108
32;30010;54037
33;38634;66001
34;26141;38379
35;36579;39341
36;3340;92798
37;84660;43998
38;60328;48345
39;70297;65854
40;30290;60017
41;50124;33940
42;59606;11376
43;91502;9649
44;71219;96810
45;83540;43447
46;46765;26222
47;22580;18487
48;19468;44390
49;48144;59262
50;29861;80768
51;72615;44307
52;33795;47515
53;37402;73617
54;72924;66954
55;66494;25850
56;42990;52790
57;24628;25617
58;47269;49496
59;68502;18634
60;62535;28984
61;94783;29332
62;54839;93133
63;92577;77118
64;70217;66173
65;24530;15937
66;200;11035
67;35993;49523
68;87402;5816
69;144;12090
70;73975;17884
71;36726;4264
72;30315;57690
73;456;93975
74;1594;96963
75;71218;69972
76;75888;29510
77;96727;877
78;85986;43282
79;89468;40663
80;54939;60284
81;3399;6751
82;42423;50557
83;25649;31955
84;16797;75105
85;38215;41452
86;49351;56412
87;44659;44651
88;92258;90518
89;99017;97150
90;92676;98602
91;75524;73255
92;94955;54558
93;40049;70691
94;14308;35116
95;63538;44120
96;16349;59482
97;57152;13690
98;14485;29975
99;61841;79759
100;32040;68502
101;77178;26489
102;58747;29766
103;20621;19476
104;84851;52076
105;8619;95468
106;44265;92319
107;47988;56337
108;84761;30144
109;11796;87865
110;10507;54958
111;17647;81681
112;11567;94096
113;25102;89870
114;99260;30969
115;30166;62283
116;28676;19258
117;65109;24173
118;21424;49034
119;14508;65188
120;33937;20572
121;85841;62232
122;26497;68071
123;99855;24031
124;11494;814
125;28930;84341
126;18178;73977
127;69252;77082
128;50855;95497
129;14922;64651
130;4663;30751
131;20217;53882
132;21910;46336
133;66791;25007
134;27209;23814
135;34913;35726
136;15636;46609
137;53928;89936
138;69118;55415
139;55184;43497
140;94242;1071
141;78376;98445
142;2038;45825
143;44105;54700
144;50007;88028
145;73319;25927
146;34111;49857
147;60524;3185
148;355;31959
149;40321;80161
150;1279;74847
151;96822;87680
152;65902;93204
153;68704;71569
154;20048;79316
155;7964;95440
156;40313;71426
157;70410;3591
158;52376;21772
159;51843;76085
160;2230;12091
161;75001;39182
162;50495;8986
163;1615;65780
164;86085;50742
165;89581;37158
166;15093;75023
167;42217;19394
168;4249;90696
169;32542;8834
170;77122;72536
171;34651;70691
172;80063;77880
173;85615;62686
174;79448;56933
175;50810;78583
176;80116;64237
177;77930;89188
178;99847;57640
179;37185;56916
180;91589;2924
181;85485;69307
182;89736;70806
183;80346;65290
184;29208;51015
185;99342;61680
186;89231;43008
187;98964;29694
188;77440;4309
189;59119;72615
190;23371;38930
191;86332;29152
192;99932;10998
193;57043;50857
194;97093;53029
195;19547;46610
196;53510;75627
197;17246;74198
198;87052;65345
199;80955;9256
200;97535;20325
201;33477;28432
202;57591;89131
203;89353;37107
204;65273;48236
205;11748;95537
206;98522;64571
207;33544;52659
208;16592;56333
209;69376;78738
210;13763;29488
211;68197;76180
212;31467;52732
213;8169;13603
214;25762;24766
215;42643;12095
216;23355;49862
217;75081;3046
218;5453;57900
219;71561;10801
220;21645;19935
221;85585;48857
222;41281;24010
223;48089;88940
224;42082;64588
225;57605;30719
226;95970;2216
227;95494;68046
228;52129;57298
229;96965;4858
230;80961;75749
231;11345;40507
232;5592;99653
233;72182;48659
234;89491;30498
235;47206;58692
236;84772;58574
237;57092;93829
238;43904;19339
239;34898;7456
240;4643;19230
241;71521;61175
242;67161;11923
243;16126;21138
244;54369;7034
245;50918;48155
246;60935;66703
247;29840;45897
248;8590;45077
249;43264;41629
250;51829;99431
251;99450;11584
252;17381;98913
253;45948;37395
254;45124;1665
255;24142;32789
256;22399;89508
257;215;61731
258;4227;50170
259;73347;93669
260;83527;51043
261;94290;82456
262;79580;99051
263;97758;18069
264;28733;11195
265;85239;98828
266;76075;93270
267;55628;5213
268;19780;59937
269;43793;68248
270;65976;78732
271;76014;52704
272;82893;18128
273;25756;71427
274;66487;68110
275;41669;58420
276;71731;49595
277;58103;785
278;5140;16993
279;32004;18331
280;1155;27879
281;8661;33929
282;16426;25315
283;56715;29130
284;33880;95003
285;41950;44291
286;6376;5098
287;27693;4794
288;75030;41586
289;99564;61451
290;73295;26330
291;51582;60624
292;69526;26818
293;27096;26479
294;35167;54843
295;73;2786
296;27932;25462
297;67092;38097
298;70070;42085
299;36277;57578
300;61414;96626
301;37547;71485
302;26159;97379
303;52043;66632
304;21902;53308
305;25756;63554
306;17430;70553
307;45037;74825
308;76297;48038
309;64403;89609
310;98219;30235
311;93964;79038
312;94930;39164
313;16358;80915
314;38006;89596
315;34725;32944
316;5308;41985
317;36;76669
318;88784;80098
319;34464;72147
320;74776;60465
321;4577;81859
322;29086;36519
323;85356;57379
324;80425;92268
325;61801;22032
326;77682;46669
327;59359;31179
328;2662;58510
329;76555;86996
330;81020;71128
331;28625;32307
332;18583;92812
333;58245;75445
334;70516;68369
335;86042;96200
336;13573;92257
337;14832;37754
338;25658;12104
339;49951;58410
340;53808;58980
341;489;45739
342;27794;12692
343;55263;58640
344;82627;68858
345;74007;30274
346;3542;47468
347;91128;3647
348;31839;72270
349;63276;36275
350;78274;9910
351;86863;12056
352;6226;65601
353;8458;85426
354;31836;21605
355;5521;90558
356;8558;18144
357;33188;22040
358;70638;82887
359;4512;5890
360;37549;99606
361;92819;1658
362;94362;55767
363;92658;66105
364;1128;11185
365;5914;53388
366;48828;13675
367;80137;43897
368;72117;88434
369;39513;62193
370;4233;69837
371;26803;61021
372;63336;83449
373;21715;85398
374;14280;69087
375;33009;48953
376;67757;57386
377;98726;78669
378;17092;85204
379;17694;50459
380;72944;42354
381;84297;20650
382;15690;52133
383;41730;94884
384;38008;89291
385;49924;82205
386;43373;42319
387;1657;67712
388;72802;31798
389;38322;10913
390;34052;7259
391;51825;32042
392;78177;56962
393;85631;91443
394;14949;1468
395;26805;86913
396;70739;89054
397;89250;61880
398;85541;6153
399;45330;11202
400;41719;26832
401;47389;24989
402;19163;50804
403;5579;25437
404;55729;31014
405;5866;85294
406;46881;6781
407;16407;65684
408;90529;52254
409;42474;58729
410;66503;50287
411;79934;36540
412;62486;63011
413;11465;54320
414;53070;39777
415;82172;66649
416;86469;27120
417;69195;7219
418;59871;26835
419;12879;27372
420;51383;60193
421;35714;83936
422;95602;41511
423;40031;63958
424;72647;23565
425;71351;33286
426;63680;86602
427;44700;91432
428;46899;10849
429;62504;56152
430;39339;51260
431;72368;15951
432;48842;39218
433;98826;19761
434;37587;9187
435;5813;63694
436;39375;15101
437;7346;6309
438;14573;95998
439;40938;20974
440;22979;47507
441;81673;29505
442;68427;48886
443;2969;99867
444;82420;77763
445;60321;49021
446;64332;56727
447;88034;123
448;87826;19762
449;35094;56384
450;42685;20270
451;26371;63459
452;17751;7657
453;93911;48578
454;79256;38391
455;76859;50901
456;69911;41529
457;33173;91832
458;69587;42862
459;47525;99956
460;36249;98959
461;37342;59824
462;48867;56793
463;99363;82649
464;27067;7222
465;18483;94811
